"procarnumcod","fromarportcod","toarportcod","spacod","UpliftRestrictions","ThroughSPAflag","MultilateralCarrier","InvoluntaryRerouted","InvoluntaryEndorsed","Indemnification","sidetrip","originalreissueflg","Transportation","ownSurchargebilling","mixedclassoptions","sectorFareComponent","spaoncodeshare","OALsurchargebilling","spashareflag","FRMLAT","FRMLON","TOOLAT","TOOLON","bilamt","bilcnt","outcome"
"211","LAO","MNL","44","Q","E","Q","A","U","A","Q","A","Q","E","U","E","I","U","I","18.178100590","120.531997700","14.508600000","121.019997000","619855.07","13599","5"
"211","MNL","MPH","44","Q","E","Q","A","U","A","Q","A","Q","E","U","E","I","U","I","14.508600000","121.019997000","11.924500000","121.954002000","619213.87","11216","5"
"589","HKG","MNL","10","Q","E","Q","A","U","A","Q","A","Q","E","U","E","I","U","I","22.308901000","113.915001000","14.508600000","121.019997000","618672.5","5121","5"
"114","MNL","BKK","11","Q","E","Q","A","U","A","Q","A","Q","E","U","E","I","U","I","14.508600000","121.019997000","13.681099890","100.747001600","616565","4085","5"
"838","YEG","YVR","14","Q","E","Q","A","U","A","Q","A","Q","E","U","E","I","U","I","53.309700010","-113.580001800","49.193901060","-123.183998100","616025.72","7852","5"
"220","HKG","MNL","5","Q","E","Q","A","U","A","Q","A","Q","E","U","E","I","U","I","22.308901000","113.915001000","14.508600000","121.019997000","612423.25","5265","5"
"157","MNL","HKG","2","Q","E","Q","A","U","A","Q","A","Q","E","U","E","I","U","I","14.508600000","121.019997000","22.308901000","113.915001000","611640","6114","5"
"607","MNL","BKK","1","Q","E","Q","A","U","A","Q","A","Q","E","U","E","I","U","I","14.508600000","121.019997000","13.681099890","100.747001600","611070","4428","5"
"157","FCO","DOH","24","Q","E","Q","A","U","A","Q","A","Q","E","U","E","I","U","I","41.800277800","12.238888900","25.273056000","51.608056000","606590.6","3591","5"
"211","MNL","KLO","44","Q","E","Q","A","U","A","Q","A","Q","E","U","E","I","U","I","14.508600000","121.019997000","11.679400440","122.375999500","606468.38","17167","5"
"105","MNL","HKG","3","Q","E","Q","A","U","A","Q","A","Q","E","U","E","I","U","I","14.508600000","121.019997000","22.308901000","113.915001000","604442.5","6733","5"
"724","MNL","HKG","5","Q","E","Q","A","U","A","Q","A","Q","E","U","E","I","U","I","14.508600000","121.019997000","22.308901000","113.915001000","604371","5501","5"
"838","YVR","YEG","14","Q","E","Q","A","U","A","Q","A","Q","E","U","E","I","U","I","49.193901060","-123.183998100","53.309700010","-113.580001800","603808.67","7250","5"
"607","AUH","KWI","30","Q","E","Q","A","U","A","Q","A","Q","E","U","E","I","U","I","24.433000560","54.651100160","29.226600650","47.968898770","601292.11","4762","5"
"173","HNL","OGG","66","Q","E","Q","A","U","A","Q","A","Q","E","U","E","I","U","I","21.320620000","-157.924228000","20.898600000","-156.429993000","600367.7","6287","5"
"220","HKG","MNL","10","Q","E","Q","A","U","A","Q","A","Q","E","U","E","I","U","I","22.308901000","113.915001000","14.508600000","121.019997000","599472.5","4957","5"
"607","AUH","MAN","31","Q","E","Q","A","U","A","Q","A","Q","E","U","E","I","U","I","24.433000560","54.651100160","53.353698730","-2.274950027","596884.72","2080","5"
"220","MNL","BKK","3","Q","E","Q","A","U","A","Q","A","Q","E","U","E","I","U","I","14.508600000","121.019997000","13.681099890","100.747001600","596366.75","3641","5"
"607","AUH","MNL","30","Q","E","Q","A","U","A","Q","A","Q","E","U","E","I","U","I","24.433000560","54.651100160","14.508600000","121.019997000","593775.64","949","5"
"173","HNL","OGG","61","Q","E","Q","A","U","A","Q","A","Q","E","U","E","I","U","I","21.320620000","-157.924228000","20.898600000","-156.429993000","593024.3","6040","5"
"607","KWI","AUH","30","Q","E","Q","A","U","A","Q","A","Q","E","U","E","I","U","I","29.226600650","47.968898770","24.433000560","54.651100160","592150.5","4351","5"
"211","CGY","MNL","43","Q","E","Q","A","U","A","Q","A","Q","E","U","E","I","U","I","8.612203000","124.456496000","14.508600000","121.019997000","587792","13595","5"
"603","MNL","SIN","5","Q","E","Q","A","U","A","Q","A","Q","E","U","E","I","U","I","14.508600000","121.019997000","1.350190000","103.994003000","586365","3785","5"
"006","NGO","CEB","22","Q","E","Q","A","U","A","Q","A","Q","E","U","E","I","U","I","34.858398440","136.804992700","10.307499890","123.978996300","586310.98","887","5"
"603","MNL","BKK","2","Q","E","Q","A","U","A","Q","A","Q","E","U","E","I","U","I","14.508600000","121.019997000","13.681099890","100.747001600","585745","3779","5"
"114","MNL","HKG","5","Q","E","Q","A","U","A","Q","A","Q","E","U","E","I","U","I","14.508600000","121.019997000","22.308901000","113.915001000","584507.5","5079","5"
"157","MNL","DOH","10","Q","E","Q","A","U","A","Q","A","Q","E","U","E","I","U","I","14.508600000","121.019997000","25.273056000","51.608056000","583375.4","3818","5"
"173","HNL","OGG","15","Q","E","Q","A","U","A","Q","A","Q","E","U","E","I","U","I","21.320620000","-157.924228000","20.898600000","-156.429993000","580035","6902","5"
"607","MNL","AUH","13","Q","E","Q","A","U","A","Q","A","Q","E","U","E","I","U","I","14.508600000","121.019997000","24.433000560","54.651100160","579404.86","406","5"
"157","MNL","DOH","21","Q","E","Q","A","U","A","Q","A","Q","E","U","E","I","U","I","14.508600000","121.019997000","25.273056000","51.608056000","578668.12","1132","5"
"838","YVR","YYZ","9","Q","E","Q","A","U","A","Q","A","Q","E","U","E","I","U","I","49.193901060","-123.183998100","43.677200320","-79.630599980","577529.08","2762","5"
"211","PPS","MNL","43","Q","E","Q","A","U","A","Q","A","Q","E","U","E","I","U","I","9.742119789","118.759002700","14.508600000","121.019997000","576588.25","18039","5"
"211","MNL","PPS","43","Q","E","Q","A","U","A","Q","A","Q","E","U","E","I","U","I","14.508600000","121.019997000","9.742119789","118.759002700","576222.54","18663","5"
"235","MNL","HKG","3","Q","E","Q","A","U","A","Q","A","Q","E","U","E","I","U","I","14.508600000","121.019997000","22.308901000","113.915001000","574871.26","5397","5"
"114","HKG","MNL","10","Q","E","Q","A","U","A","Q","A","Q","E","U","E","I","U","I","22.308901000","113.915001000","14.508600000","121.019997000","572768","4767","5"
"173","OGG","HNL","66","Q","E","Q","A","U","A","Q","A","Q","E","U","E","I","U","I","20.898600000","-156.429993000","21.320620000","-157.924228000","572733.8","6042","5"
"211","SUG","MNL","42","Q","E","Q","A","U","A","Q","A","Q","E","U","E","I","U","I","9.755838326","125.480947500","14.508600000","121.019997000","571985.77","8077","5"
"086","AKL","SYD","4","Q","E","Q","A","U","A","Q","A","Q","E","U","E","I","U","I","-37.008098600","174.792007400","-33.946098330","151.177002000","571796.25","2410","5"
"157","BKK","MNL","15","Q","E","Q","A","U","A","Q","A","Q","E","U","E","I","U","I","13.681099890","100.747001600","14.508600000","121.019997000","569272","3581","5"
"838","YWG","YVR","10","Q","E","Q","A","U","A","Q","A","Q","E","U","E","I","U","I","49.909999850","-97.239898680","49.193901060","-123.183998100","567140.23","4704","5"
"001","MNL","PVG","25","Q","E","Q","A","U","A","Q","A","Q","E","U","E","I","U","I","14.508600000","121.019997000","31.143400190","121.805000300","562511.75","3789","5"
"211","MNL","TUG","19","Q","E","Q","A","U","A","Q","A","Q","E","U","E","I","U","I","14.508600000","121.019997000","17.643367680","121.733150500","560733.87","11249","5"
"211","TUG","MNL","19","Q","E","Q","A","U","A","Q","A","Q","E","U","E","I","U","I","17.643367680","121.733150500","14.508600000","121.019997000","559382.64","11226","5"
"838","YYC","YVR","9","Q","E","Q","A","U","A","Q","A","Q","E","U","E","I","U","I","51.113899230","-114.019996600","49.193901060","-123.183998100","558465.9","5075","5"
"838","YVR","YYC","9","Q","E","Q","A","U","A","Q","A","Q","E","U","E","I","U","I","49.193901060","-123.183998100","51.113899230","-114.019996600","558137.22","4733","5"
"589","BKK","MNL","9","Q","E","Q","A","U","A","Q","A","Q","E","U","E","I","U","I","13.681099890","100.747001600","14.508600000","121.019997000","558105.7","3732","5"
"173","OGG","HNL","61","Q","E","Q","A","U","A","Q","A","Q","E","U","E","I","U","I","20.898600000","-156.429993000","21.320620000","-157.924228000","555664.5","5778","5"
"220","MNL","HKG","10","Q","E","Q","A","U","A","Q","A","Q","E","U","E","I","U","I","14.508600000","121.019997000","22.308901000","113.915001000","554940.5","4668","5"
"220","BKK","MNL","6","Q","E","Q","A","U","A","Q","A","Q","E","U","E","I","U","I","13.681099890","100.747001600","14.508600000","121.019997000","551414","3633","5"
"005","MNL","PEK","6","Q","E","Q","A","U","A","Q","A","Q","E","U","E","I","U","I","14.508600000","121.019997000","40.080101010","116.584999100","551087","1921","5"
"838","YEG","YVR","15","Q","E","Q","A","U","A","Q","A","Q","E","U","E","I","U","I","53.309700010","-113.580001800","49.193901060","-123.183998100","545659.07","7706","5"
"211","KLO","MNL","43","Q","E","Q","A","U","A","Q","A","Q","E","U","E","I","U","I","11.679400440","122.375999500","14.508600000","121.019997000","542722.85","18859","5"
"838","YEG","YVR","10","Q","E","Q","A","U","A","Q","A","Q","E","U","E","I","U","I","53.309700010","-113.580001800","49.193901060","-123.183998100","539593.4","6720","5"
"607","MNL","BKK","20","Q","E","Q","A","U","A","Q","A","Q","E","U","E","I","U","I","14.508600000","121.019997000","13.681099890","100.747001600","538888.58","3438","5"
"589","MNL","HKG","9","Q","E","Q","A","U","A","Q","A","Q","E","U","E","I","U","I","14.508600000","121.019997000","22.308901000","113.915001000","538193.5","4376","5"
"211","MNL","OZC","42","Q","E","Q","A","U","A","Q","A","Q","E","U","E","I","U","I","14.508600000","121.019997000","8.178509712","123.842002900","537065.81","12829","5"
"016","MNL","HKG","1","Q","E","Q","A","U","A","Q","A","Q","E","U","E","I","U","I","14.508600000","121.019997000","22.308901000","113.915001000","536720.65","3550","5"
"211","MNL","CGY","44","Q","E","Q","A","U","A","Q","A","Q","E","U","E","I","U","I","14.508600000","121.019997000","8.612203000","124.456496000","535384.6","10838","5"
"114","TLV","HKG","5","Q","E","Q","A","U","A","Q","A","Q","E","U","E","I","U","I","32.011398320","34.886699680","22.308901000","113.915001000","534536.25","1318","5"
"589","MNL","BKK","9","Q","E","Q","A","U","A","Q","A","Q","E","U","E","I","U","I","14.508600000","121.019997000","13.681099890","100.747001600","533445","3415","5"
"016","MNL","HKG","2","Q","E","Q","A","U","A","Q","A","Q","E","U","E","I","U","I","14.508600000","121.019997000","22.308901000","113.915001000","533333.7","4080","5"
"005","HKG","MNL","6","Q","E","Q","A","U","A","Q","A","Q","E","U","E","I","U","I","22.308901000","113.915001000","14.508600000","121.019997000","531775.4","3188","5"
"114","MNL","HKG","10","Q","E","Q","A","U","A","Q","A","Q","E","U","E","I","U","I","14.508600000","121.019997000","22.308901000","113.915001000","530942.5","4547","5"
"211","MNL","MBT","42","Q","E","Q","A","U","A","Q","A","Q","E","U","E","I","U","I","14.508600000","121.019997000","12.369682000","123.630095000","529287.46","6959","5"
"114","HKG","TLV","5","Q","E","Q","A","U","A","Q","A","Q","E","U","E","I","U","I","22.308901000","113.915001000","32.011398320","34.886699680","528824.47","1303","5"
"211","MNL","ILO","44","Q","E","Q","A","U","A","Q","A","Q","E","U","E","I","U","I","14.508600000","121.019997000","10.833017000","122.493358000","523486.46","12871","5"
"001","SFO","DFW","7","Q","E","Q","A","U","A","Q","A","Q","E","U","E","I","U","I","37.618999480","-122.375000000","32.896801000","-97.038002000","522630.24","4256","5"
"603","MNL","BKK","7","Q","E","Q","A","U","A","Q","A","Q","E","U","E","I","U","I","14.508600000","121.019997000","13.681099890","100.747001600","517225.25","3364","5"
"211","OZC","MNL","42","Q","E","Q","A","U","A","Q","A","Q","E","U","E","I","U","I","8.178509712","123.842002900","14.508600000","121.019997000","511583.86","11724","5"
"211","MNL","KLO","43","Q","E","Q","A","U","A","Q","A","Q","E","U","E","I","U","I","14.508600000","121.019997000","11.679400440","122.375999500","511224.08","19739","5"
"001","LAX","MCO","11","Q","E","Q","A","U","A","Q","A","Q","E","U","E","I","U","I","33.942501070","-118.407997100","28.429399490","-81.308998110","509225.1","1969","5"
"001","LAX","ORD","11","Q","E","Q","A","U","A","Q","A","Q","E","U","E","I","U","I","33.942501070","-118.407997100","41.978600000","-87.904800000","507863.85","2819","5"
"001","LAX","PHL","18","Q","E","Q","A","U","A","Q","A","Q","E","U","E","I","U","I","33.942501070","-118.407997100","39.871898650","-75.241096500","506958.32","2331","5"
"205","MNL","NRT","10","Q","E","Q","A","U","A","Q","A","Q","E","U","E","I","U","I","14.508600000","121.019997000","35.764701840","140.386001600","506604.23","1458","5"
"157","DOH","MXP","24","Q","E","Q","A","U","A","Q","A","Q","E","U","E","I","U","I","25.273056000","51.608056000","45.630600000","8.728110000","505105.54","1131","5"
"731","MNL","XMN","22","Q","E","Q","A","U","A","Q","A","Q","E","U","E","I","U","I","14.508600000","121.019997000","24.544000630","118.127998400","504699.65","1238","5"
"016","MNL","NRT","2","Q","E","Q","A","U","A","Q","A","Q","E","U","E","I","U","I","14.508600000","121.019997000","35.764701840","140.386001600","504066","1495","5"
"001","LAX","BOS","18","Q","E","Q","A","U","A","Q","A","Q","E","U","E","I","U","I","33.942501070","-118.407997100","42.364299770","-71.005203250","504065.82","1939","5"
"838","YEG","YVR","13","Q","E","Q","A","U","A","Q","A","Q","E","U","E","I","U","I","53.309700010","-113.580001800","49.193901060","-123.183998100","503205.14","4726","5"
"589","MNL","SIN","10","Q","E","Q","A","U","A","Q","A","Q","E","U","E","I","U","I","14.508600000","121.019997000","1.350190000","103.994003000","497658.5","2985","5"
"001","MNL","HKG","25","Q","E","Q","A","U","A","Q","A","Q","E","U","E","I","U","I","14.508600000","121.019997000","22.308901000","113.915001000","497614.15","5707","5"
"211","USU","MNL","26","Q","E","Q","A","U","A","Q","A","Q","E","U","E","I","U","I","12.121500020","120.099998500","14.508600000","121.019997000","496886.87","11055","5"
"232","KUL","MNL","10","Q","E","Q","A","U","A","Q","A","Q","E","U","E","I","U","I","2.745579958","101.709999100","14.508600000","121.019997000","496865.41","1750","5"
"211","TAG","MNL","45","Q","E","Q","A","U","A","Q","A","Q","E","U","E","I","U","I","9.665442000","123.853533000","14.508600000","121.019997000","496822.8","11312","5"
"125","MNL","SIN","7","Q","E","Q","A","U","A","Q","A","Q","E","U","E","I","U","I","14.508600000","121.019997000","1.350190000","103.994003000","490740","3114","5"
"001","MIA","LAX","7","Q","E","Q","A","U","A","Q","A","Q","E","U","E","I","U","I","25.793199540","-80.290603640","33.942501070","-118.407997100","489185.41","2663","5"
"114","HKG","TLV","3","Q","E","Q","A","U","A","Q","A","Q","E","U","E","I","U","I","22.308901000","113.915001000","32.011398320","34.886699680","489130","1463","5"
"838","YVR","YYC","13","Q","E","Q","A","U","A","Q","A","Q","E","U","E","I","U","I","49.193901060","-123.183998100","51.113899230","-114.019996600","489005.72","6672","5"
"157","DOH","MNL","23","Q","E","Q","A","U","A","Q","A","Q","E","U","E","I","U","I","25.273056000","51.608056000","14.508600000","121.019997000","487986.55","4847","5"
"072","BAH","DMM","25","Q","E","Q","A","U","A","Q","A","Q","E","U","E","I","U","I","26.270799640","50.633598330","26.471200940","49.797901150","487116.42","823","5"
"001","DFW","MSY","11","Q","E","Q","A","U","A","Q","A","Q","E","U","E","I","U","I","32.896801000","-97.038002000","29.993400570","-90.258003230","486843.54","6637","5"
"675","MNL","MFM","24","Q","E","Q","A","U","A","Q","A","Q","E","U","E","I","U","I","14.508600000","121.019997000","22.149599000","113.592003000","486511.69","5369","5"
"211","KLO","MNL","44","Q","E","Q","A","U","A","Q","A","Q","E","U","E","I","U","I","11.679400440","122.375999500","14.508600000","121.019997000","485709.37","14257","5"
"211","TUG","MNL","42","Q","E","Q","A","U","A","Q","A","Q","E","U","E","I","U","I","17.643367680","121.733150500","14.508600000","121.019997000","484449.39","11545","5"
"211","CGY","MNL","44","Q","E","Q","A","U","A","Q","A","Q","E","U","E","I","U","I","8.612203000","124.456496000","14.508600000","121.019997000","483262.83","10029","5"
"589","SIN","MNL","6","Q","E","Q","A","U","A","Q","A","Q","E","U","E","I","U","I","1.350190000","103.994003000","14.508600000","121.019997000","481336.25","3333","5"
"001","LAX","MSY","18","Q","E","Q","A","U","A","Q","A","Q","E","U","E","I","U","I","33.942501070","-118.407997100","29.993400570","-90.258003230","477568.5","2185","5"
"589","HKG","MNL","4","Q","E","Q","A","U","A","Q","A","Q","E","U","E","I","U","I","22.308901000","113.915001000","14.508600000","121.019997000","476113.25","4828","5"
